name,type,sub_type,category,latitude,longitude
Sekolah Menengah Kebangsaan Seri Bali,secondary,education,Public School,2.234847776,103.0421287
Sekolah Jenis Kebangsaan (Cina) Cha'Ah,primary,education,Public School,2.250280107,103.0436951
Sekolah Kebangsaan Seri Bali,primary,education,Public School,2.24957255,103.03874909999999
Sekolah Menengah Kebangsaan Chaah,secondary,education,Public School,2.249470704,103.0371183
Sekolah Jenis Kebangsaan (Tamil) Cantuman Chaah,primary,education,Public School,2.253673161,103.0429333
Sekolah Kebangsaan Desa Temu Jodoh,primary,education,Public School,2.193787018,103.0390066
Klinik Kesihatan Chaah,clinic,healthcare,Government,2.24736,103.04128
Klinik Desa Temu Jodoh,clinic,healthcare,Government,2.1891700000000003,103.03834
Sekolah Menengah Kebangsaan Ledang,secondary,education,Public School,2.27077,102.52644000000001
Sekolah Kebangsaan Ledang,primary,education,Public School,2.271788076,102.5286305
Sekolah Menengah Agama Lughatil Arabiah,secondary,education,Public School,2.26827178,102.53564509999998
Sekolah Jenis Kebangsaan (Tamil) Jalan Sialang,primary,education,Public School,2.26759,102.53628
Sekolah Jenis Kebangsaan (Cina) Chi Ming 1,primary,education,Public School,2.272576026,102.5351147
Sekolah Kebangsaan Bandar Tangkak,primary,education,Public School,2.26982,102.53785
Sekolah Kebangsaan Sri Tangkak,primary,education,Public School,2.27188456,102.5423098
Sekolah Jenis Kebangsaan (Cina) Chi Ming (2),primary,education,Public School,2.271959603,102.5430554
Sekolah Kebangsaan Sialang,primary,education,Public School,2.28203,102.51903
Sekolah Menengah Kebangsaan Tun Mamat,secondary,education,Public School,2.27902,102.54778
Sekolah Kebangsaan Seri Ma'Amor,primary,education,Public School,2.251365564,102.5101769
Sekolah Kebangsaan Paya Mas,primary,education,Public School,2.28435,102.55251
Sekolah Kebangsaan Bukit Banjar,primary,education,Public School,2.2520599999999997,102.56170999999999
Sekolah Jenis Kebangsaan (Tamil) Ladang Tanah Merah,primary,education,Public School,2.28099,102.56456999999999
Sekolah Menengah Kebangsaan Seri Tangkak,secondary,education,Public School,2.286809,102.561699
Sekolah Kebangsaan Chohong,primary,education,Public School,2.29579,102.50399999999999
Klinik Desa Sri Makmor,clinic,healthcare,Government,2.25685,102.5271
Klinik Kesihatan Payamas,clinic,healthcare,Government,2.27507,102.54559
Hospital Tangkak,hospital,healthcare,Government,2.271817,102.54718199999999
Klinik Desa Sialang,clinic,healthcare,Government,2.2844860000000002,102.51773
Sekolah Kebangsaan Chinchin,primary,education,Public School,2.28741,102.488
Klinik Desa Chin Chin,clinic,healthcare,Government,2.28786,102.487872
Sekolah Jenis Kebangsaan (Cina) Pay Hsien,primary,education,Public School,2.28697,102.486
Sekolah Jenis Kebangsaan (Tamil) Bekok,primary,education,Public School,2.2959208419999997,103.1280184
Sekolah Kebangsaan Seri Bekok,primary,education,Public School,2.297192528,103.1335974
Sekolah Jenis Kebangsaan (Cina) Bekok,primary,education,Public School,2.294823359,103.1286997
Sekolah Menengah Kebangsaan Bekok,secondary,education,Public School,2.294769758,103.12231059999999
Klinik Kesihatan Bekok,clinic,healthcare,Government,2.2980099999999997,103.13418
Sekolah Kebangsaan Durian Tunggal,primary,education,Public School,2.3177060000000003,102.284667
Universiti Teknikal Malaysia Melaka (Utem),tertiary,education,Public University,2.312369,102.28191899999999
Sekolah Jenis Kebangsaan (Cina) Sin Wah,primary,education,Public School,2.311274965,102.281966
Sekolah Menengah Kebangsaan Durian Tunggal,secondary,education,Public School,2.307311284,102.2777854
Sekolah Jenis Kebangsaan (Tamil) Durian Tunggal,primary,education,Public School,2.327783399,102.2995822
Sekolah Kebangsaan Belimbing Dalam,primary,education,Public School,2.32032181,102.26034
Sekolah Kebangsaan Parit Melana,primary,education,Public School,2.34117,102.264481
Sekolah Kebangsaan Kerubong,primary,education,Public School,2.299454,102.254192
Sekolah Menengah Kebangsaan Ayer Keroh,secondary,education,Public School,2.280079,102.282484
KYS Business School (KYSB),tertiary,education,Private College,2.283114,102.305809
"Brainy Bunch -  Ayer Keroh, Melaka",elementary,education,Preschool,2.276456,102.284504
Sekolah Kebangsaan Tun Syed Ahmad Shahabudin,primary,education,Public School,2.2766900000000003,102.28
Sekolah Kebangsaan Gangsa,primary,education,Public School,2.283771996,102.2592361
Sekolah Jenis Kebangsaan (Cina) Pay Fong 1,primary,education,Public School,2.2974099999999997,102.245281
Klinik Desa Belimbing Dalam,clinic,healthcare,Government,2.31867,102.25918
Klinik Desa Pantai Belimbing,clinic,healthcare,Government,2.34215,102.25408
Klinik Desa Krubong,clinic,healthcare,Government,2.29698,102.25151
Sekolah Jenis Kebangsaan (Cina) Tiong Hin,primary,education,Public School,2.332383333,111.84305
Sekolah Menengah Kebangsaan Bandar Sibu,secondary,education,Public School,2.3235666669999997,111.8526333
Sekolah Kebangsaan Jalan Deshon,primary,education,Public School,2.322766667,111.84903329999999
University College of Technology Sarawak (UCTS),tertiary,education,Private University College,2.341257,111.844007
Sekolah Menengah Kebangsaan Agama Sibu (S),secondary,education,Public School,2.3372,111.84038329999998
Sekolah Jenis Kebangsaan (Cina) Su Lai,primary,education,Public School,2.3199333330000003,111.84745
Sekolah Menengah Kebangsaan Tiong Hin,secondary,education,Public School,2.3289,111.83866670000002
Sekolah Kebangsaan Hua Hin English,primary,education,Public School,2.32675,111.83823329999998
Woodlands International School,primary,education,International School,2.3428139999999997,111.841968
Sekolah Jenis Kebangsaan (Cina) Nang Sang,primary,education,Public School,2.3325,111.86527779999999
KLT - Kolej Laila Taib,tertiary,education,Private College,2.341377,111.84004399999999
Sekolah Jenis Kebangsaan (Cina) Do Nang,primary,education,Public School,2.332687,111.865454
Sekolah Kebangsaan Agama Sibu,cluster,education,Public School,2.336983,111.835917
Sekolah Jenis Kebangsaan (Cina) Guong Ann,primary,education,Public School,2.320966667,111.8376333
Kolej Vokasional Sibu,secondary,education,Public School,2.313432,111.856131
Sekolah Menengah Kebangsaan Rosli Dhoby,secondary,education,Public School,2.31325,111.85663329999998
Sekolah Menengah Kebangsaan Kampung Nangka,secondary,education,Public School,2.318083333,111.83515
Sekolah Kebangsaan Kg Bahagia Jaya,primary,education,Public School,2.352183333,111.85758329999999
Sekolah Menengah Kebangsaan Deshon,secondary,education,Public School,2.3079333330000003,111.84978329999998
Sekolah Jenis Kebangsaan (Cina) Yuk Chai,primary,education,Public School,2.3100330000000002,111.8400412
Sekolah Jenis Kebangsaan (Cina) Dung Sang,primary,education,Public School,2.3066166669999997,111.85186670000002
Sekolah Jenis Kebangsaan (Cina) Taman Rajang,primary,education,Public School,2.30885,111.83715
Sekolah Jenis Kebangsaan (Cina) Sing Ming,primary,education,Public School,2.3052189999999997,111.84133500000002
Sekolah Jenis Kebangsaan (Cina) Tung Hua,primary,education,Public School,2.3090669999999998,111.83128300000001
Sekolah Menengah Kebangsaan Tung Hua,secondary,education,Public School,2.30965,111.83026670000001
Sekolah Kebangsaan Sg Aup,primary,education,Public School,2.3507833330000003,111.82653329999998
Sekolah Kebangsaan Pendidikan Khas Sibu,primary,education,Public School,2.314283333,111.8249
Sekolah Jenis Kebangsaan (Cina) Kiang Hin,primary,education,Public School,2.3545833330000003,111.87251670000002
Sekolah Kebangsaan Sibu Bandaran No 3,primary,education,Public School,2.3135,111.82456670000002
Sekolah Kebangsaan Perbandaran Sibu No. 4,primary,education,Public School,2.2998830000000003,111.83983300000001
Sekolah Menengah Kebangsaan St Elizabeth,secondary,education,Public School,2.297616667,111.84528329999999
Sekolah Kebangsaan Sacred Heart,primary,education,Public School,2.2963166669999997,111.84241670000002
Sekolah Menengah Kebangsaan Sacred Heart,secondary,education,Public School,2.296433333,111.8417
Sekolah Jenis Kebangsaan (Cina) Hing Ung,primary,education,Public School,2.293899,111.853094
Sekolah Jenis Kebangsaan (Cina) Sam Lam,primary,education,Public School,2.3,111.83
Sekolah Kebangsaan St. Mary,primary,education,Public School,2.3003669999999996,111.82085
Sekolah Menengah Kebangsaan Methodist,cluster,education,Public School,2.295066667,111.82648329999999
Sibu Specialist Medical Centre,hospital,healthcare,Private,2.3008330000000004,111.8321481
Rejang Medical Centre,hospital,healthcare,Private,2.292481,111.8368711
Sekolah Kebangsaan Labis,primary,education,Public School,2.3809169999999997,103.023317
Sekolah Kebangsaan Sri Labis,primary,education,Public School,2.381823399,103.0174363
Sekolah Menengah Kebangsaan Labis,secondary,education,Public School,2.375171892,103.0145288
Sekolah Jenis Kebangsaan (Tamil) Labis,primary,education,Public School,2.382526871,103.0176187
Sekolah Jenis Kebangsaan (Cina) Karas,primary,education,Public School,2.355471772,103.0370218
Sekolah Jenis Kebangsaan (Cina) Labis,primary,education,Public School,2.388619588,103.01847159999998
Sekolah Menengah Kebangsaan Munshi Ibrahim,secondary,education,Public School,2.39435,103.0191
Sekolah Menengah Kebangsaan Kamarul Ariffin,secondary,education,Public School,2.3997,103.0309
Klinik Kesihatan Labis,clinic,healthcare,Government,2.38043,103.0189
Klinik Desa Sungai Karas,clinic,healthcare,Government,2.3534599999999997,103.038
Sekolah Kebangsaan Felcra Bukit Kepong,primary,education,Public School,2.38122,102.91682
Sekolah Menengah Kebangsaan Felcra Bukit Kepong,secondary,education,Public School,2.383219622,102.9171082
Sekolah Kebangsaan (Felda) Chemplak,primary,education,Public School,2.379081867,102.9456872
Klinik Desa Bukit Kepong (Felcra),clinic,healthcare,Government,2.3791700000000002,102.915
Klinik Desa Chempelak,clinic,healthcare,Government,2.3786099999999997,102.9475
Sekolah Kebangsaan Seri Pantai,primary,education,Public School,2.391029654,103.85806740000001
Sekolah Menengah Sains Sultan Iskandar,cluster,education,Public School,2.3907902880000003,103.8516301
Sekolah Menengah Kebangsaan Anjung Batu,secondary,education,Public School,2.412877633,103.844887
Sekolah Kebangsaan Sri Mersing,primary,education,Public School,2.4188697219999997,103.8446403
Sekolah Jenis Kebangsaan (Cina) Pai Chee,primary,education,Public School,2.42478675,103.8427305
Sekolah Menengah Kebangsaan Pai Chee,secondary,education,Public School,2.424743873,103.84230140000001
Sekolah Menengah Kebangsaan Sri Mersing,cluster,education,Public School,2.42996,103.84258
Sekolah Jenis Kebangsaan (Tamil) Mersing,cluster,education,Public School,2.42996,103.84258
Sekolah Kebangsaan Bandar Mersing,primary,education,Public School,2.4312825869999997,103.84321329999999
Hospital Mersing,hospital,healthcare,Government,2.429132,103.84569
Sekolah Kebangsaan Lktp Tenang,primary,education,Public School,2.442532318,103.0404979
Sekolah Menengah Agama Al-Khairiah Al-Islamiah,secondary,education,Public School,2.435822152,103.8371408
Sekolah Kebangsaan Mersing Kanan,primary,education,Public School,2.438743115,103.8345605
Sekolah Rendah Agama Bersepadu Mersing,primary,education,Public School,2.44928,103.83057
Sekolah Menengah Kebangsaan Mersing,secondary,education,Public School,2.4537400000000003,103.82914
Klinik Kesihatan Mersing Kanan,clinic,healthcare,Government,2.436755,103.834298
Sekolah Kebangsaan Sawah Dato',primary,education,Public School,2.4663,103.81911
Sekolah Kebangsaan Paya Jakas,primary,education,Public School,2.4243740590000002,102.6742691
Sekolah Jenis Kebangsaan (Tamil) Ladang Nagappa,primary,education,Public School,2.432378623,102.6838017
Sekolah Jenis Kebangsaan (Cina) Jementah 1,primary,education,Public School,2.438075849,102.68547
Sekolah Jenis Kebangsaan (Cina) Jementah (2),primary,education,Public School,2.43785,102.68648329999999
Sekolah Menengah Kebangsaan Jementah,secondary,education,Public School,2.444893195,102.686516
Sekolah Menengah Kebangsaan Seri Jementah,secondary,education,Public School,2.450263438,102.6864195
Sekolah Kebangsaan Jementah,primary,education,Public School,2.450366667,102.6869833
Sekolah Jenis Kebangsaan (Cina) Kebun Bahru,primary,education,Public School,2.3933299999999997,102.68423
Sekolah Kebangsaan Ladang Welch,primary,education,Public School,2.458082945,102.6545388
Klinik Kesihatan Jementah,clinic,healthcare,Government,2.43948,102.68464
Klinik Desa Kebun Baru,clinic,healthcare,Government,2.39487,102.68477
Klinik Desa Sawah Datok,clinic,healthcare,Government,2.472,103.81344
Sekolah Kebangsaan Tenglu,primary,education,Public School,2.487,103.80545
Sekolah Jenis Kebangsaan (Tamil) Ladang Voules,primary,education,Public School,2.460977063,102.9578215
Sekolah Kebangsaan Tenang Stesen,primary,education,Public School,2.468206969,102.9565877
Sekolah Menengah Kebangsaan Tenang Stesen,secondary,education,Public School,2.46914487,102.95691490000002
Sekolah Jenis Kebangsaan (Cina) Ai Chun,primary,education,Public School,2.468228406,102.95575620000001
Klinik Desa Tenang,clinic,healthcare,Government,2.46579,102.9581
Klinik Desa Tenang Station,clinic,healthcare,Government,2.4659299999999997,102.95779
Sekolah Kebangsaan Sawah Bahru,primary,education,Public School,2.4716,103.0190667
Klinik Kesihatan Tenglu,clinic,healthcare,Government,2.494703,103.800974
Sekolah Rendah Agama Bersepadu Segamat,primary,education,Public School,2.48269078,102.8507584
Sekolah Jenis Kebangsaan (Cina) Bukit Siput,primary,education,Public School,2.485142695,102.8461772
Sekolah Menengah Kebangsaan Paduka Tuan,secondary,education,Public School,2.492672592,102.843951
Sekolah Menengah Kebangsaan Dato' Bentara Dalam,secondary,education,Public School,2.493235323,102.8419125
Sekolah Jenis Kebangsaan (Tamil) Bandar Segamat,primary,education,Public School,2.4952986669999997,102.8451794
Kolej Vokasional Segamat,secondary,education,Public School,2.496547391,102.859084
Sekolah Menengah Kebangsaan Agama Segamat,cluster,education,Public School,2.498080157,102.85780729999999
Sekolah Kebangsaan Segamat Baru,primary,education,Public School,2.5007705330000003,102.8498304
Sekolah Kebangsaan Bandar Putra,primary,education,Public School,2.5018959880000002,102.8514504
Sekolah Menengah Kebangsaan Bandar Putra,secondary,education,Public School,2.500138135,102.863692
Sekolah Jenis Kebangsaan (Cina) Jagoh,primary,education,Public School,2.496617062,102.8694212
Sekolah Kebangsaan Kampong Jawa,primary,education,Public School,2.506203522,102.8346625
Sekolah Kebangsaan Kampung Paya Besar,primary,education,Public School,2.444625218,102.8425348
Sekolah Jenis Kebangsaan (Cina) Li Chi,primary,education,Public School,2.50347,102.82785
Sekolah Jenis Kebangsaan (Tamil) Ladang Segamat,primary,education,Public School,2.49035,102.8882833
Sekolah Kebangsaan Canossian Convent,primary,education,Public School,2.506569293,102.82774509999999
Sekolah Kebangsaan Pogoh,primary,education,Public School,2.475147427,102.81388340000001
Sekolah Kebangsaan Melayu Raya,primary,education,Public School,2.4462625559999998,102.8827196
Klinik Kesihatan Bandar Putra,clinic,healthcare,Government,2.4942599999999997,102.86282
Klinik Desa Kampung Jawa,clinic,healthcare,Government,2.5068099999999998,102.83606999999999
Klinik Desa Paya Pulai,clinic,healthcare,Government,2.48795,102.82023000000001
Klinik Desa Melayu Raya,clinic,healthcare,Government,2.44358,102.87984
Sekolah Jenis Kebangsaan (Cina) Seg Hwa,primary,education,Public School,2.508804113,102.81678559999999
Sekolah Kebangsaan Bukit Hampar,primary,education,Public School,2.512456455,102.81845390000001
Klinik Kesihatan Segamat,clinic,healthcare,Government,2.50516,102.81534
Hospital Segamat,hospital,healthcare,Government,2.50516,102.81534
Klinik Desa Kampung Pogoh,clinic,healthcare,Government,2.4737299999999998,102.80516999999999
Sekolah Kebangsaan Temenggong Abdul Rahman,primary,education,Public School,2.5143027190000002,102.8154445
Sekolah Menengah Kebangsaan Tinggi Segamat,secondary,education,Public School,2.51601232,102.8144681
Sekolah Menengah Agama Al-Khairiah Segamat,secondary,education,Public School,2.519017514,102.8162438
Sekolah Menengah Kebangsaan Canossian Convent,secondary,education,Public School,2.51544156,102.8108793
Sekolah Kebangsaan Lktp Medoi,primary,education,Public School,2.529254951,102.8833473
Klinik Desa Felda Medoi,clinic,healthcare,Government,2.52528,102.88444
Sekolah Menengah Kebangsaan Gemereh,secondary,education,Public School,2.493406822,102.7941316
Sekolah Kebangsaan Gemereh,primary,education,Public School,2.489569529,102.79519920000001
